"Time","Subsystem #1|CTLs|Vars|Vrms_1","Subsystem #1|CTLs|Vars|Vrms_10","Subsystem #1|CTLs|Vars|Vrms_11","Subsystem #1|CTLs|Vars|Vrms_12","Subsystem #1|CTLs|Vars|Vrms_13","Subsystem #1|CTLs|Vars|Vrms_14","Subsystem #1|CTLs|Vars|Vrms_2","Subsystem #1|CTLs|Vars|Vrms_3","Subsystem #1|CTLs|Vars|Vrms_4","Subsystem #1|CTLs|Vars|Vrms_5","Subsystem #1|CTLs|Vars|Vrms_6","Subsystem #1|CTLs|Vars|Vrms_8","Subsystem #1|CTLs|Vars|Vrms_9"
0.0,11.01322211,10.73406348,10.88615617,10.94605176,10.88011757,10.61575182,10.85684704,10.4939901,10.54791078,10.57725433,11.11698093,11.32657127,10.7473176
5.0E-5,11.01320303,10.73398199,10.88607343,10.94596913,10.88003573,10.61567285,10.85680072,10.49391379,10.54784815,10.57719851,11.11689569,11.32644506,10.74723502
1.0E-4,11.01318373,10.73389942,10.88598963,10.94588543,10.87995282,10.61559277,10.856754,10.49383656,10.54778475,10.57714197,11.11680941,11.32631788,10.74715136
1.5E-4,11.01316423,10.73381581,10.8859048,10.94580069,10.87986887,10.61551161,10.85670689,10.49375843,10.54772057,10.57708474,11.11672212,11.32618978,10.74706666
2.0E-4,11.01314453,10.73373118,10.88581897,10.94571494,10.87978389,10.61542938,10.85665942,10.49367944,10.54765566,10.57702683,11.11663385,11.3260608,10.74698094
2.5E-4,11.01312464,10.73364556,10.88573217,10.94562822,10.87969793,10.61534613,10.8566116,10.4935996,10.54759003,10.57696827,11.11654463,11.32593099,10.74689424
3.0E-4,11.01310457,10.73355899,10.88564443,10.94554054,10.87961101,10.61526188,10.85656344,10.49351896,10.5475237,10.57690907,11.1164545,11.3258004,10.74680658
3.5E-4,11.01308431,10.73347149,10.88555578,10.94545195,10.87952317,10.61517666,10.85651497,10.49343753,10.54745671,10.57684926,11.11636347,11.32566906,10.74671799
4.0E-4,11.01306388,10.7333831,10.88546626,10.94536247,10.87943443,10.61509049,10.85646619,10.49335534,10.54738906,10.57678886,11.1162716,11.32553704,10.74662851
4.5E-4,11.01304329,10.73329384,10.88537588,10.94527214,10.87934482,10.61500342,10.85641714,10.49327243,10.54732079,10.57672789,11.1161789,11.32540436,10.74653816
5.0E-4,11.01302255,10.73320375,10.88528469,10.94518098,10.87925438,10.61491547,10.85636782,10.49318882,10.54725193,10.57666637,11.11608541,11.32527109,10.74644698
5.5E-4,11.01300165,10.73311285,10.88519272,10.94508903,10.87916314,10.61482667,10.85631825,10.49310454,10.54718248,10.57660432,11.11599117,11.32513727,10.746355
6.0E-4,11.01298062,10.73302119,10.8851,10.94499632,10.87907113,10.61473705,10.85626845,10.49301962,10.54711249,10.57654177,11.1158962,11.32500294,10.74626226
6.5E-4,11.01295944,10.73292879,10.88500655,10.94490289,10.87897839,10.61464665,10.85621845,10.4929341,10.54704197,10.57647873,11.11580055,11.32486816,10.74616878
7.0E-4,11.01293815,10.73283569,10.88491243,10.94480877,10.87888494,10.6145555,10.85616824,10.492848,10.54697094,10.57641523,11.11570424,11.32473297,10.7460746
7.5E-4,11.01291673,10.73274192,10.88481765,10.94471398,10.87879082,10.61446362,10.85611786,10.49276135,10.54689945,10.57635129,11.11560731,11.32459741,10.74597975
8.0E-4,11.0128952,10.7326475,10.88472225,10.94461857,10.87869606,10.61437105,10.85606732,10.49267418,10.5468275,10.57628694,11.11550979,11.32446155,10.74588427
8.5E-4,11.01287357,10.73255248,10.88462627,10.94452257,10.8786007,10.61427783,10.85601665,10.49258653,10.54675512,10.57622219,11.11541172,11.32432541,10.74578818
9.0E-4,11.01285184,10.7324569,10.88452974,10.94442601,10.87850477,10.61418399,10.85596584,10.49249842,10.54668235,10.57615707,11.11531313,11.32418906,10.74569153
9.5E-4,11.01283002,10.73236077,10.8844327,10.94432892,10.87840831,10.61408955,10.85591494,10.49240989,10.5466092,10.57609161,11.11521406,11.32405255,10.74559434
0.001,11.01280812,10.73226414,10.88433517,10.94423135,10.87831134,10.61399456,10.85586394,10.49232097,10.5465357,10.57602582,11.11511455,11.32391591,10.74549666
0.00105,11.01278615,10.73216704,10.88423719,10.94413332,10.8782139,10.61389904,10.85581288,10.49223168,10.54646188,10.57595973,11.11501462,11.3237792,10.74539851
0.0011,11.01276412,10.73206951,10.88413881,10.94403487,10.87811603,10.61380304,10.85576177,10.49214207,10.54638776,10.57589336,11.11491431,11.32364247,10.74529994
0.00115,11.01274202,10.73197157,10.88404004,10.94393603,10.87801776,10.61370658,10.85571063,10.49205216,10.54631338,10.57582674,11.11481366,11.32350577,10.74520097
0.0012,11.01271988,10.73187328,10.88394093,10.94383685,10.87791913,10.6136097,10.85565947,10.49196198,10.54623875,10.57575989,11.11471271,11.32336914,10.74510164
0.00125,11.0126977,10.73177465,10.88384152,10.94373734,10.87782017,10.61351243,10.85560831,10.49187157,10.54616391,10.57569284,11.11461149,11.32323263,10.74500199
0.0013,11.01267548,10.73167572,10.88374183,10.94363756,10.87772092,10.61341481,10.85555718,10.49178096,10.54608887,10.5756256,11.11451003,11.32309629,10.74490205
0.00135,11.01265324,10.73157654,10.88364191,10.94353754,10.87762141,10.61331688,10.85550609,10.49169018,10.54601367,10.5755582,11.11440838,11.32296018,10.74480185
0.0014,11.01263098,10.73147713,10.88354179,10.94343731,10.87752168,10.61321866,10.85545506,10.49159926,10.54593834,10.57549067,11.11430656,11.32282433,10.74470145
0.00145,11.01260872,10.73137754,10.8834415,10.94333691,10.87742176,10.6131202,10.85540411,10.49150825,10.5458629,10.57542303,11.11420463,11.3226888,10.74460086
0.0015,11.01258645,10.73127779,10.88334108,10.94323636,10.87732169,10.61302152,10.85535325,10.49141715,10.54578737,10.5753553,11.1141026,11.32255364,10.74450012
0.00155,11.01256419,10.73117792,10.88324057,10.94313572,10.87722151,10.61292267,10.85530251,10.49132602,10.54571179,10.57528751,11.11400052,11.32241889,10.74439928
0.0016,11.01254194,10.73107797,10.88314001,10.94303502,10.87712125,10.61282367,10.8552519,10.49123489,10.54563618,10.57521969,11.11389843,11.3222846,10.74429837
0.00165,11.01251971,10.73097797,10.88303942,10.94293428,10.87702094,10.61272457,10.85520144,10.49114378,10.54556057,10.57515185,11.11379636,11.32215083,10.74419742
0.0017,11.01249752,10.73087796,10.88293885,10.94283355,10.87692062,10.6126254,10.85515115,10.49105272,10.54548498,10.57508402,11.11369435,11.32201761,10.74409647
0.00175,11.01247537,10.73077798,10.88283833,10.94273287,10.87682034,10.6125262,10.85510104,10.49096176,10.54540945,10.57501623,11.11359243,11.32188499,10.74399555
0.0018,11.01245326,10.73067806,10.88273789,10.94263226,10.87672011,10.61242699,10.85505114,10.49087093,10.545334,10.5749485,11.11349064,11.32175303,10.74389471
0.00185,11.0124312,10.73057824,10.88263758,10.94253177,10.87661999,10.61232782,10.85500146,10.49078025,10.54525865,10.57488085,11.11338902,11.32162176,10.74379397
0.0019,11.01240921,10.73047855,10.88253743,10.94243144,10.87652001,10.61222872,10.85495202,10.49068975,10.54518344,10.57481331,11.1132876,11.32149125,10.74369338
0.00195,11.01238729,10.73037903,10.88243747,10.94233129,10.87642019,10.61212973,10.85490284,10.49059949,10.54510839,10.5747459,11.11318643,11.32136152,10.74359297
0.002,11.01236545,10.73027971,10.88233774,10.94223136,10.87632058,10.61203089,10.85485394,10.49050947,10.54503352,10.57467865,11.11308553,11.32123264,10.74349278
0.00205,11.01234369,10.73018063,10.88223828,10.94213169,10.87622122,10.61193222,10.85480533,10.49041974,10.54495888,10.57461158,11.11298494,11.32110464,10.74339284
0.0021,11.01232203,10.73008183,10.88213912,10.94203232,10.87612214,10.61183376,10.85475702,10.49033033,10.54488447,10.57454472,11.11288471,11.32097757,10.74329319
0.00215,11.01230047,10.72998334,10.8820403,10.94193328,10.87602337,10.61173555,10.85470905,10.49024127,10.54481033,10.57447808,11.11278486,11.32085148,10.74319386
0.0022,11.01227902,10.7298852,10.88194186,10.9418346,10.87592495,10.61163763,10.85466143,10.49015259,10.54473649,10.5744117,11.11268542,11.32072641,10.74309489
0.00225,11.01225769,10.72978744,10.88184382,10.94173633,10.87582692,10.61154003,10.85461416,10.49006432,10.54466296,10.5743456,11.11258645,11.32060241,10.74299632
0.0023,11.01223649,10.7296901,10.88174623,10.94163849,10.8757293,10.61144278,10.85456728,10.4899765,10.54458979,10.5742798,11.11248797,11.32047952,10.74289818
0.00235,11.01221541,10.72959321,10.88164911,10.94154113,10.87563215,10.61134592,10.85452079,10.48988916,10.54451699,10.57421432,11.11239002,11.32035779,10.74280051
0.0024,11.01219448,10.7294968,10.88155252,10.94144428,10.87553549,10.61124949,10.85447472,10.48980233,10.54444459,10.57414919,11.11229263,11.32023725,10.74270334
0.00245,11.0121737,10.72940092,10.88145647,10.94134797,10.87543935,10.61115352,10.85442908,10.48971604,10.54437262,10.57408443,11.11219584,11.32011796,10.74260671
0.0025,11.01215307,10.7293056,10.881361,10.94125223,10.87534377,10.61105804,10.85438388,10.48963032,10.5443011,10.57402007,11.11209968,11.31999995,10.74251065
0.00255,11.0121326,10.72921087,10.88126616,10.94115711,10.87524879,10.61096309,10.85433915,10.48954521,10.54423005,10.57395612,11.11200419,11.31988327,10.7424152
0.0026,11.01211231,10.72911677,10.88117197,10.94106263,10.87515444,10.6108687,10.85429489,10.48946073,10.54415952,10.57389262,11.1119094,11.31976796,10.74232039
0.00265,11.01209219,10.72902332,10.88107846,10.94096884,10.87506075,10.61077492,10.85425113,10.48937691,10.54408951,10.57382958,11.11181535,11.31965406,10.74222626
0.0027,11.01207226,10.72893057,10.88098568,10.94087576,10.87496776,10.61068176,10.85420789,10.48929378,10.54402006,10.57376703,11.11172207,11.31954162,10.74213284
0.00275,11.01205252,10.72883855,10.88089365,10.94078342,10.8748755,10.61058926,10.85416517,10.48921138,10.54395119,10.57370499,11.1116296,11.31943066,10.74204016
0.0028,11.01203298,10.72874728,10.88080241,10.94069187,10.874784,10.61049747,10.85412299,10.48912974,10.54388292,10.57364348,11.11153796,11.31932124,10.74194826
0.00285,11.01201364,10.72865682,10.88071199,10.94060113,10.87469331,10.61040641,10.85408137,10.48904887,10.54381528,10.57358253,11.1114472,11.31921339,10.74185717
0.0029,11.01199452,10.72856717,10.88062242,10.94051125,10.87460344,10.61031611,10.85404032,10.48896882,10.5437483,10.57352215,11.11135734,11.31910714,10.74176692
0.00295,11.01197563,10.72847839,10.88053374,10.94042224,10.87451444,10.61022661,10.85399986,10.48888962,10.54368199,10.57346237,11.11126841,11.31900255,10.74167755
0.003,11.01195695,10.7283905,10.88044598,10.94033414,10.87442633,10.61013794,10.85396,10.48881128,10.54361639,10.57340322,11.11118046,11.31889964,10.74158909
0.00305,11.01193852,10.72830353,10.88035917,10.94024699,10.87433915,10.61005013,10.85392076,10.48873384,10.54355152,10.5733447,11.1110935,11.31879846,10.74150158
0.0031,11.01192032,10.72821752,10.88027334,10.94016081,10.87425293,10.60996321,10.85388215,10.48865733,10.54348739,10.57328685,11.11100758,11.31869903,10.74141503
0.00315,11.01190237,10.72813249,10.88018852,10.94007564,10.87416769,10.60987722,10.85384419,10.48858177,10.54342404,10.57322968,11.11092272,11.3186014,10.74132949
0.0032,11.01188468,10.72804848,10.88010474,10.93999151,10.87408348,10.60979219,10.85380689,10.4885072,10.54336148,10.57317321,11.11083896,11.31850561,10.74124499
0.00325,11.01186724,10.72796552,10.88002205,10.93990844,10.87400032,10.60970814,10.85377025,10.48843363,10.54329974,10.57311748,11.11075632,11.31841167,10.74116156
0.0033,11.01185007,10.72788364,10.87994045,10.93982648,10.87391825,10.60962512,10.85373431,10.4883611,10.54323884,10.57306248,11.11067483,11.31831964,10.74107922
0.00335,11.01183318,10.72780286,10.87985999,10.93974564,10.87383728,10.60954314,10.85369906,10.48828963,10.54317881,10.57300825,11.11059453,11.31822954,10.740998
0.0034,11.01181657,10.72772322,10.87978069,10.93966596,10.87375746,10.60946224,10.85366452,10.48821925,10.54311966,10.57295481,11.11051545,11.3181414,10.74091795
0.00345,11.01180023,10.72764475,10.87970258,10.93958747,10.8736788,10.60938244,10.85363071,10.48814998,10.54306142,10.57290217,11.1104376,11.31805526,10.74083908
0.0035,11.0117842,10.72756747,10.8796257,10.93951019,10.87360134,10.60930378,10.85359763,10.48808185,10.5430041,10.57285036,11.11036102,11.31797114,10.74076143
0.00355,11.01176845,10.72749142,10.87955006,10.93943415,10.87352511,10.60922629,10.85356531,10.48801489,10.54294774,10.57279938,11.11028575,11.31788909,10.74068501
0.0036,11.01175301,10.72741661,10.8794757,10.93935939,10.87345014,10.60914999,10.85353374,10.48794911,10.54289234,10.57274927,11.11021179,11.31780912,10.74060987
0.00365,11.01173788,10.72734309,10.87940264,10.93928592,10.87337644,10.60907491,10.85350295,10.48788455,10.54283793,10.57270004,11.1101392,11.31773126,10.74053603
0.0037,11.01172306,10.72727086,10.87933091,10.93921378,10.87330406,10.60900108,10.85347294,10.48782122,10.54278453,10.5726517,11.11006797,11.31765556,10.74046351
0.00375,11.01170857,10.72719997,10.87926053,10.93914299,10.87323301,10.60892853,10.85344372,10.48775915,10.54273216,10.57260428,11.10999816,11.31758202,10.74039235
0.0038,11.01169439,10.72713044,10.87919154,10.93907357,10.87316332,10.60885728,10.85341531,10.48769835,10.54268084,10.57255779,11.10992977,11.31751068,10.74032256
0.00385,11.01168054,10.72706229,10.87912395,10.93900556,10.87309501,10.60878735,10.85338771,10.48763887,10.54263058,10.57251225,11.10986284,11.31744157,10.74025417
0.0039,11.01166703,10.72699554,10.8790578,10.93893897,10.87302812,10.60871878,10.85336094,10.4875807,10.54258141,10.57246767,11.10979739,11.3173747,10.74018721
0.00395,11.01165386,10.72693023,10.87899309,10.93887384,10.87296266,10.60865158,10.853335,10.48752388,10.54253333,10.57242408,11.10973344,11.31731011,10.74012171
0.004,11.01164103,10.72686637,10.87892987,10.93881018,10.87289866,10.60858579,10.85330991,10.48746843,10.54248638,10.57238148,11.10967101,11.31724781,10.74005768
0.00405,11.01162856,10.72680399,10.87886815,10.93874801,10.87283614,10.60852143,10.85328567,10.48741436,10.54244056,10.5723399,11.10961014,11.31718784,10.73999515
0.0041,11.01161643,10.72674311,10.87880795,10.93868737,10.87277512,10.60845851,10.85326229,10.4873617,10.5423959,10.57229934,11.10955083,11.3171302,10.73993414
0.00415,11.01160466,10.72668375,10.8787493,10.93862827,10.87271564,10.60839707,10.85323979,10.48731047,10.54235241,10.57225982,11.10949312,11.31707493,10.73987468
0.0042,11.01159325,10.72662594,10.87869221,10.93857073,10.8726577,10.60833712,10.85321816,10.48726068,10.5423101,10.57222137,11.10943702,11.31702203,10.73981678
0.00425,11.01158221,10.72656969,10.87863672,10.93851477,10.87260133,10.60827869,10.85319742,10.48721235,10.54226899,10.57218398,11.10938256,11.31697154,10.73976047
0.0043,11.01157154,10.72651503,10.87858283,10.93846042,10.87254655,10.60822179,10.85317757,10.48716549,10.5422291,10.57214768,11.10932975,11.31692347,10.73970577
0.00435,11.01156125,10.72646198,10.87853056,10.9384077,10.87249338,10.60816646,10.85315863,10.48712014,10.54219044,10.57211247,11.10927861,11.31687783,10.73965269
0.0044,11.01155132,10.72641055,10.87847995,10.93835662,10.87244184,10.6081127,10.85314059,10.4870763,10.54215302,10.57207838,11.10922916,11.31683465,10.73960126
0.00445,11.01154179,10.72636076,10.878431,10.9383072,10.87239195,10.60806054,10.85312347,10.48703399,10.54211686,10.5720454,11.10918143,11.31679393,10.7395515
0.0045,11.01153263,10.72631264,10.87838373,10.93825946,10.87234372,10.60801,10.85310727,10.48699322,10.54208197,10.57201356,11.10913541,11.3167557,10.73950342
0.00455,11.01152386,10.7262662,10.87833816,10.93821341,10.87229718,10.6079611,10.85309199,10.48695401,10.54204836,10.57198287,11.10909115,11.31671996,10.73945704
0.0046,11.01151549,10.72622145,10.87829431,10.93816909,10.87225233,10.60791384,10.85307765,10.48691637,10.54201605,10.57195334,11.10904864,11.31668673,10.73941239
0.00465,11.0115075,10.72617842,10.87825219,10.93812649,10.87220921,10.60786826,10.85306425,10.48688032,10.54198504,10.57192497,11.1090079,11.31665603,10.73936946
0.0047,11.01149992,10.72613712,10.87821182,10.93808563,10.87216781,10.60782437,10.85305179,10.48684587,10.54195536,10.57189778,11.10896896,11.31662785,10.73932829
0.00475,11.01149273,10.72609756,10.87817321,10.93804654,10.87212816,10.60778218,10.85304028,10.48681303,10.541927,10.57187178,11.10893181,11.31660223,10.73928888
