"Time","Subsystem #1|CTLs|Vars|Vrms_1","Subsystem #1|CTLs|Vars|Vrms_10","Subsystem #1|CTLs|Vars|Vrms_11","Subsystem #1|CTLs|Vars|Vrms_12","Subsystem #1|CTLs|Vars|Vrms_13","Subsystem #1|CTLs|Vars|Vrms_14","Subsystem #1|CTLs|Vars|Vrms_2","Subsystem #1|CTLs|Vars|Vrms_3","Subsystem #1|CTLs|Vars|Vrms_4","Subsystem #1|CTLs|Vars|Vrms_5","Subsystem #1|CTLs|Vars|Vrms_6","Subsystem #1|CTLs|Vars|Vrms_8","Subsystem #1|CTLs|Vars|Vrms_9"
0.0,11.01249744,10.73061227,10.88271574,10.94258312,10.87663826,10.61221789,10.85536869,10.4909042,10.54532285,10.5749099,11.11355267,11.32308736,10.74385749
5.0E-5,11.01249265,10.73059553,10.88269827,10.94256493,10.87662021,10.61220066,10.85535782,10.49088599,10.54530876,10.57489678,11.11353433,11.32307324,10.7438411
1.0E-4,11.01248792,10.73057896,10.88268097,10.94254692,10.87660232,10.61218358,10.85534709,10.49086796,10.54529482,10.57488379,11.11351618,11.32305937,10.74382487
1.5E-4,11.01248323,10.73056256,10.88266385,10.94252909,10.87658462,10.61216666,10.8553365,10.49085012,10.54528102,10.57487093,11.11349822,11.32304576,10.74380881
2.0E-4,11.0124786,10.73054633,10.88264691,10.94251144,10.87656709,10.6121499,10.85532604,10.49083247,10.54526737,10.57485821,11.11348045,11.32303243,10.74379293
2.5E-4,11.01247402,10.73053028,10.88263017,10.94249399,10.87654976,10.61213332,10.85531573,10.49081502,10.54525389,10.57484563,11.11346289,11.32301937,10.74377723
3.0E-4,11.0124695,10.73051442,10.88261362,10.94247673,10.87653262,10.61211691,10.85530556,10.49079778,10.54524056,10.5748332,11.11344554,11.32300659,10.74376172
3.5E-4,11.01246503,10.73049875,10.88259728,10.94245968,10.87651568,10.61210069,10.85529555,10.49078075,10.54522741,10.57482091,11.11342841,11.32299409,10.7437464
4.0E-4,11.01246062,10.73048328,10.88258114,10.94244284,10.87649894,10.61208466,10.85528569,10.49076394,10.54521442,10.57480878,11.1134115,11.32298187,10.74373128
4.5E-4,11.01245628,10.73046802,10.88256521,10.94242621,10.87648242,10.61206881,10.85527599,10.49074735,10.54520162,10.57479682,11.11339482,11.32296995,10.74371637
5.0E-4,11.01245199,10.73045296,10.88254951,10.94240981,10.87646612,10.61205317,10.85526644,10.49073099,10.54518899,10.57478501,11.11337837,11.32295833,10.74370166
5.5E-4,11.01244777,10.73043811,10.88253403,10.94239364,10.87645005,10.61203774,10.85525707,10.49071487,10.54517655,10.57477337,11.11336217,11.322947,10.74368717
6.0E-4,11.01244362,10.73042349,10.88251878,10.9423777,10.8764342,10.61202251,10.85524786,10.49069899,10.5451643,10.57476191,11.11334621,11.32293598,10.7436729
6.5E-4,11.01243953,10.73040909,10.88250377,10.942362,10.87641859,10.61200751,10.85523882,10.49068335,10.54515225,10.57475062,11.1133305,11.32292527,10.74365885
7.0E-4,11.01243551,10.73039492,10.882489,10.94234655,10.87640322,10.61199272,10.85522996,10.49066797,10.5451404,10.57473951,11.11331505,11.32291487,10.74364503
7.5E-4,11.01243155,10.73038098,10.88247447,10.94233134,10.8763881,10.61197816,10.85522128,10.49065285,10.54512875,10.57472858,11.11329986,11.32290479,10.74363145
8.0E-4,11.01242767,10.73036728,10.8824602,10.9423164,10.87637323,10.61196384,10.85521277,10.49063799,10.5451173,10.57471784,11.11328495,11.32289502,10.7436181
8.5E-4,11.01242386,10.73035383,10.88244619,10.94230171,10.87635862,10.61194975,10.85520445,10.4906234,10.54510607,10.5747073,11.1132703,11.32288558,10.74360501
9.0E-4,11.01242013,10.73034063,10.88243243,10.9422873,10.87634427,10.6119359,10.85519632,10.49060909,10.54509506,10.57469695,11.11325594,11.32287646,10.74359215
9.5E-4,11.01241647,10.73032768,10.88241895,10.94227315,10.87633019,10.6119223,10.85518838,10.49059505,10.54508426,10.5746868,11.11324186,11.32286767,10.74357956
0.001,11.01241289,10.73031499,10.88240573,10.94225928,10.87631638,10.61190895,10.85518063,10.4905813,10.54507369,10.57467685,11.11322807,11.32285922,10.74356722
0.00105,11.01240938,10.73030256,10.88239279,10.9422457,10.87630286,10.61189586,10.85517307,10.49056784,10.54506334,10.57466711,11.11321457,11.3228511,10.74355514
0.0011,11.01240595,10.7302904,10.88238014,10.9422324,10.87628961,10.61188303,10.85516572,10.49055467,10.54505323,10.57465757,11.11320137,11.32284331,10.74354333
0.00115,11.01240261,10.73027852,10.88236776,10.94221939,10.87627665,10.61187047,10.85515856,10.4905418,10.54504335,10.57464826,11.11318848,11.32283587,10.74353179
0.0012,11.01239934,10.7302669,10.88235568,10.94220668,10.87626399,10.61185818,10.85515161,10.49052924,10.54503371,10.57463915,11.1131759,11.32282878,10.74352053
0.00125,11.01239616,10.73025557,10.88234389,10.94219427,10.87625162,10.61184616,10.85514486,10.49051698,10.54502431,10.57463027,11.11316362,11.32282203,10.74350954
0.0013,11.01239306,10.73024453,10.8823324,10.94218216,10.87623955,10.61183442,10.85513832,10.49050503,10.54501516,10.57462161,11.11315167,11.32281562,10.74349884
0.00135,11.01239004,10.73023377,10.88232122,10.94217037,10.87622779,10.61182297,10.85513199,10.4904934,10.54500625,10.57461318,11.11314003,11.32280957,10.74348843
0.0014,11.01238711,10.7302233,10.88231034,10.94215888,10.87621633,10.6118118,10.85512588,10.4904821,10.54499759,10.57460497,11.11312873,11.32280387,10.7434783
0.00145,11.01238427,10.73021313,10.88229977,10.94214772,10.87620519,10.61180093,10.85511998,10.49047111,10.54498919,10.574597,11.11311775,11.32279853,10.74346847
0.0015,11.01238151,10.73020326,10.88228951,10.94213688,10.87619437,10.61179035,10.85511429,10.49046046,10.54498105,10.57458926,11.1131071,11.32279355,10.74345894
0.00155,11.01237885,10.7301937,10.88227958,10.94212636,10.87618387,10.61178007,10.85510883,10.49045013,10.54497317,10.57458176,11.1130968,11.32278892,10.74344971
0.0016,11.01237627,10.73018444,10.88226996,10.94211618,10.8761737,10.61177009,10.85510359,10.49044015,10.54496555,10.5745745,11.11308683,11.32278465,10.74344078
0.00165,11.01237378,10.73017549,10.88226067,10.94210632,10.87616385,10.61176042,10.85509857,10.4904305,10.54495819,10.57456749,11.11307721,11.32278075,10.74343216
0.0017,11.01237139,10.73016685,10.8822517,10.94209681,10.87615434,10.61175106,10.85509377,10.4904212,10.54495111,10.57456072,11.11306793,11.32277721,10.74342385
0.00175,11.01236909,10.73015853,10.88224307,10.94208763,10.87614516,10.61174201,10.8550892,10.49041224,10.54494429,10.57455419,11.11305901,11.32277403,10.74341585
0.0018,11.01236688,10.73015052,10.88223478,10.9420788,10.87613632,10.61173328,10.85508486,10.49040363,10.54493775,10.57454792,11.11305044,11.32277122,10.74340817
0.00185,11.01236476,10.73014284,10.88222682,10.94207031,10.87612783,10.61172487,10.85508074,10.49039538,10.54493149,10.5745419,11.11304223,11.32276878,10.74340081
0.0019,11.01236274,10.73013549,10.8822192,10.94206217,10.87611968,10.61171678,10.85507686,10.49038748,10.5449255,10.57453613,11.11303439,11.3227667,10.74339377
0.00195,11.01236081,10.73012846,10.88221192,10.94205439,10.87611187,10.61170901,10.85507321,10.49037994,10.54491979,10.57453062,11.1130269,11.32276499,10.74338706
0.002,11.01235899,10.73012176,10.88220499,10.94204696,10.87610442,10.61170158,10.8550698,10.49037276,10.54491437,10.57452537,11.11301978,11.32276366,10.74338067
0.00205,11.01235725,10.73011539,10.8821984,10.94203988,10.87609732,10.61169447,10.85506662,10.49036594,10.54490922,10.57452038,11.11301303,11.32276269,10.74337461
0.0021,11.01235562,10.73010936,10.88219217,10.94203317,10.87609058,10.6116877,10.85506367,10.49035949,10.54490437,10.57451565,11.11300665,11.32276209,10.74336888
0.00215,11.01235408,10.73010366,10.88218629,10.94202682,10.8760842,10.61168127,10.85506097,10.49035341,10.5448998,10.57451118,11.11300064,11.32276186,10.74336349
0.0022,11.01235264,10.7300983,10.88218076,10.94202084,10.87607817,10.61167517,10.8550585,10.4903477,10.54489552,10.57450698,11.11299501,11.322762,10.74335843
0.00225,11.0123513,10.73009328,10.88217559,10.94201522,10.87607252,10.61166941,10.85505627,10.49034236,10.54489153,10.57450305,11.11298975,11.32276251,10.7433537
0.0023,11.01235006,10.73008861,10.88217078,10.94200997,10.87606722,10.611664,10.85505428,10.49033739,10.54488784,10.57449938,11.11298487,11.32276339,10.74334932
0.00235,11.01234892,10.73008428,10.88216633,10.9420051,10.87606229,10.61165892,10.85505253,10.49033281,10.54488443,10.57449599,11.11298038,11.32276464,10.74334528
0.0024,11.01234788,10.73008029,10.88216224,10.94200059,10.87605773,10.6116542,10.85505102,10.49032859,10.54488133,10.57449286,11.11297627,11.32276626,10.74334157
0.00245,11.01234694,10.73007665,10.88215852,10.94199646,10.87605354,10.61164982,10.85504975,10.49032476,10.54487852,10.57449001,11.11297254,11.32276825,10.74333821
0.0025,11.0123461,10.73007336,10.88215515,10.94199271,10.87604973,10.61164579,10.85504872,10.49032131,10.544876,10.57448743,11.11296919,11.32277061,10.74333519
0.00255,11.01234537,10.73007042,10.88215216,10.94198933,10.87604628,10.61164212,10.85504794,10.49031825,10.54487378,10.57448512,11.11296624,11.32277333,10.74333252
0.0026,11.01234473,10.73006783,10.88214953,10.94198633,10.87604321,10.61163879,10.8550474,10.49031556,10.54487186,10.57448309,11.11296367,11.32277642,10.7433302
0.00265,11.0123442,10.73006559,10.88214727,10.94198371,10.87604052,10.61163582,10.8550471,10.49031326,10.54487024,10.57448133,11.11296149,11.32277988,10.74332822
0.0027,11.01234377,10.7300637,10.88214537,10.94198147,10.8760382,10.6116332,10.85504705,10.49031134,10.54486892,10.57447985,11.1129597,11.32278369,10.74332659
0.00275,11.01234344,10.73006216,10.88214385,10.94197961,10.87603626,10.61163094,10.85504724,10.49030981,10.5448679,10.57447865,11.11295829,11.32278788,10.7433253
0.0028,11.01234321,10.73006098,10.8821427,10.94197814,10.87603469,10.61162903,10.85504767,10.49030867,10.54486718,10.57447772,11.11295728,11.32279242,10.74332437
0.00285,11.01234308,10.73006015,10.88214191,10.94197704,10.87603351,10.61162748,10.85504834,10.49030791,10.54486677,10.57447707,11.11295666,11.32279732,10.74332378
0.0029,11.01234306,10.73005968,10.8821415,10.94197633,10.8760327,10.61162629,10.85504926,10.49030754,10.54486665,10.5744767,11.11295643,11.32280258,10.74332355
0.00295,11.01234314,10.73005956,10.88214145,10.941976,10.87603228,10.61162545,10.85505041,10.49030755,10.54486683,10.5744766,11.11295659,11.32280819,10.74332366
0.003,11.01234332,10.73005979,10.88214178,10.94197605,10.87603223,10.61162497,10.85505181,10.49030795,10.54486731,10.57447679,11.11295714,11.32281416,10.74332412
0.00305,11.01234361,10.73006038,10.88214248,10.94197649,10.87603256,10.61162485,10.85505346,10.49030874,10.5448681,10.57447725,11.11295809,11.32282048,10.74332493
0.0031,11.01234399,10.73006132,10.88214354,10.94197731,10.87603327,10.61162509,10.85505534,10.49030991,10.54486918,10.57447798,11.11295942,11.32282714,10.74332609
0.00315,11.01234448,10.73006261,10.88214498,10.94197851,10.87603436,10.61162569,10.85505746,10.49031147,10.54487057,10.574479,11.11296114,11.32283416,10.74332759
0.0032,11.01234507,10.73006426,10.88214679,10.94198009,10.87603582,10.61162664,10.85505982,10.49031342,10.54487225,10.57448029,11.11296325,11.32284152,10.74332945
0.00325,11.01234576,10.73006626,10.88214896,10.94198206,10.87603767,10.61162795,10.85506242,10.49031575,10.54487424,10.57448186,11.11296575,11.32284922,10.74333165
0.0033,11.01234656,10.73006861,10.8821515,10.94198441,10.87603989,10.61162962,10.85506526,10.49031846,10.54487652,10.5744837,11.11296864,11.32285726,10.7433342
0.00335,11.01234745,10.73007131,10.88215441,10.94198713,10.87604249,10.61163165,10.85506833,10.49032156,10.5448791,10.57448582,11.11297192,11.32286564,10.74333709
0.0034,11.01234845,10.73007437,10.88215769,10.94199024,10.87604547,10.61163403,10.85507164,10.49032504,10.54488197,10.57448821,11.11297558,11.32287435,10.74334033
0.00345,11.01234954,10.73007777,10.88216133,10.94199372,10.87604881,10.61163676,10.85507518,10.4903289,10.54488514,10.57449088,11.11297962,11.32288338,10.74334391
0.0035,11.01235074,10.73008151,10.88216533,10.94199758,10.87605254,10.61163985,10.85507896,10.49033314,10.54488861,10.57449382,11.11298404,11.32289275,10.74334783
0.00355,11.01235203,10.73008561,10.88216969,10.94200181,10.87605663,10.61164329,10.85508297,10.49033775,10.54489237,10.57449703,11.11298885,11.32290244,10.74335209
0.0036,11.01235343,10.73009005,10.88217442,10.94200642,10.87606109,10.61164708,10.8550872,10.49034274,10.54489642,10.57450051,11.11299404,11.32291245,10.74335669
0.00365,11.01235492,10.73009483,10.8821795,10.9420114,10.87606593,10.61165122,10.85509167,10.49034811,10.54490076,10.57450425,11.1129996,11.32292278,10.74336163
0.0037,11.01235651,10.73009995,10.88218494,10.94201675,10.87607112,10.61165571,10.85509636,10.49035385,10.54490539,10.57450827,11.11300554,11.32293342,10.7433669
0.00375,11.0123582,10.73010542,10.88219074,10.94202247,10.87607669,10.61166055,10.85510128,10.49035995,10.5449103,10.57451255,11.11301185,11.32294436,10.74337251
0.0038,11.01235998,10.73011122,10.88219688,10.94202855,10.87608262,10.61166573,10.85510642,10.49036643,10.5449155,10.5745171,11.11301854,11.32295562,10.74337844
0.00385,11.01236186,10.73011735,10.88220338,10.942035,10.87608891,10.61167126,10.85511178,10.49037327,10.54492099,10.57452191,11.11302559,11.32296717,10.74338471
0.0039,11.01236384,10.73012382,10.88221023,10.94204181,10.87609555,10.61167712,10.85511737,10.49038048,10.54492675,10.57452698,11.11303301,11.32297902,10.7433913
0.00395,11.01236591,10.73013062,10.88221742,10.94204898,10.87610256,10.61168333,10.85512317,10.49038804,10.5449328,10.57453231,11.11304079,11.32299116,10.74339822
0.004,11.01236808,10.73013775,10.88222495,10.9420565,10.87610992,10.61168987,10.85512918,10.49039596,10.54493912,10.5745379,11.11304893,11.3230036,10.74340546
0.00405,11.01237034,10.73014521,10.88223283,10.94206438,10.87611762,10.61169675,10.85513541,10.49040424,10.54494572,10.57454375,11.11305743,11.32301631,10.74341302
0.0041,11.01237269,10.73015298,10.88224104,10.94207261,10.87612568,10.61170396,10.85514186,10.49041287,10.54495258,10.57454984,11.11306628,11.32302931,10.7434209
0.00415,11.01237513,10.73016108,10.88224959,10.94208119,10.87613409,10.6117115,10.85514851,10.49042185,10.54495972,10.57455619,11.11307549,11.32304258,10.74342909
0.0042,11.01237767,10.7301695,10.88225847,10.94209011,10.87614283,10.61171937,10.85515536,10.49043117,10.54496713,10.57456279,11.11308504,11.32305612,10.7434376
0.00425,11.01238029,10.73017823,10.88226768,10.94209938,10.87615192,10.61172756,10.85516242,10.49044084,10.5449748,10.57456963,11.11309494,11.32306992,10.74344641
0.0043,11.01238301,10.73018727,10.88227721,10.94210898,10.87616134,10.61173607,10.85516969,10.49045085,10.54498274,10.57457672,11.11310518,11.32308399,10.74345552
0.00435,11.01238581,10.73019662,10.88228706,10.94211892,10.87617109,10.6117449,10.85517715,10.49046119,10.54499093,10.57458405,11.11311576,11.32309831,10.74346494
0.0044,11.01238869,10.73020628,10.88229724,10.9421292,10.87618118,10.61175404,10.85518481,10.49047186,10.54499938,10.57459162,11.11312667,11.32311288,10.74347466
0.00445,11.01239167,10.73021623,10.88230772,10.9421398,10.87619158,10.6117635,10.85519266,10.49048286,10.54500809,10.57459943,11.11313791,11.3231277,10.74348467
0.0045,11.01239473,10.73022649,10.88231852,10.94215072,10.87620232,10.61177326,10.8552007,10.49049419,10.54501704,10.57460747,11.11314948,11.32314275,10.74349497
0.00455,11.01239787,10.73023704,10.88232962,10.94216196,10.87621337,10.61178333,10.85520893,10.49050583,10.54502624,10.57461574,11.11316136,11.32315804,10.74350556
0.0046,11.0124011,10.73024788,10.88234103,10.94217352,10.87622473,10.6117937,10.85521735,10.49051779,10.54503568,10.57462424,11.11317357,11.32317356,10.74351643
0.00465,11.0124044,10.730259,10.88235274,10.94218539,10.8762364,10.61180437,10.85522595,10.49053006,10.54504537,10.57463296,11.11318609,11.32318931,10.74352758
0.0047,11.01240779,10.73027041,10.88236474,10.94219757,10.87624838,10.61181533,10.85523472,10.49054264,10.54505529,10.5746419,11.11319892,11.32320527,10.74353901
0.00475,11.01241126,10.7302821,10.88237703,10.94221006,10.87626066,10.61182658,10.85524368,10.49055552,10.54506545,10.57465106,11.11321205,11.32322144,10.74355071
0.0048,11.0124148,10.73029406,10.88238961,10.94222284,10.87627324,10.61183812,10.8552528,10.4905687,10.54507583,10.57466044,11.11322548,11.32323782,10.74356268
0.00485,11.01241842,10.73030629,10.88240247,10.94223592,10.87628612,10.61184993,10.8552621,10.49058218,10.54508644,10.57467003,11.11323921,11.3232544,10.74357492
0.0049,11.01242212,10.73031879,10.88241561,10.94224928,10.87629928,10.61186203,10.85527156,10.49059594,10.54509728,10.57467983,11.11325322,11.32327117,10.74358741
0.00495,11.01242589,10.73033155,10.88242902,10.94226294,10.87631272,10.6118744,10.85528118,10.49060998,10.54510833,10.57468983,11.11326752,11.32328813,10.74360015
0.005,11.01242973,10.73034456,10.88244269,10.94227687,10.87632644,10.61188703,10.85529096,10.4906243,10.54511959,10.57470004,11.1132821,11.32330528,10.74361315
0.00505,11.01243364,10.73035783,10.88245663,10.94229108,10.87634044,10.61189993,10.8553009,10.4906389,10.54513107,10.57471044,11.11329696,11.3233226,10.74362639
0.0051,11.01243763,10.73037134,10.88247083,10.94230555,10.8763547,10.6119131,10.85531099,10.49065377,10.54514275,10.57472103,11.11331208,11.32334009,10.74363987
0.00515,11.01244168,10.7303851,10.88248528,10.9423203,10.87636923,10.61192651,10.85532123,10.49066889,10.54515464,10.57473182,11.11332747,11.32335775,10.74365359
