1,0.18262,-0.94405,0,0.014555,-0.089722,-0.034937,-0.060916,-0.14881,0.3316,0.064069,0,0.25367,-0.05796,-0.01801,-0.016008,-0.04999,1.5748,0.73497,-0.54439,0.271,0.15927,-0.40859,0.60516,0.45623,0.18217,0.28484,-0.080115,0.018396,-0.2027,0.03649,0.013477,-0.058268,-0.033937,-0.028887,-0.1214,-0.11739,0.095574,0.16074,-0.078518,0.013082
1,0.18265,-0.94409,0,0.014101,-0.089726,-0.034937,-0.060918,-0.14882,0.33162,0.064098,0,0.25429,-0.057954,-0.018009,-0.016008,-0.04999,1.5748,0.735,-0.5444,0.27109,0.15919,-0.4086,0.60518,0.4563,0.18217,0.2845,-0.080118,0.018397,-0.20273,0.036479,0.013487,-0.058384,-0.034041,-0.028881,-0.12142,-0.11731,0.095573,0.16122,-0.078518,0.013082
1,0.18268,-0.94412,0,0.013625,-0.089732,-0.034938,-0.06092,-0.14882,0.33165,0.064128,0,0.2549,-0.057948,-0.018008,-0.016007,-0.049989,1.5748,0.73502,-0.54442,0.27118,0.15911,-0.40862,0.60519,0.45637,0.18218,0.28415,-0.080122,0.018398,-0.20277,0.036467,0.013497,-0.058497,-0.034142,-0.028875,-0.12143,-0.11724,0.095573,0.16168,-0.078517,0.013082
1,0.18272,-0.94416,0,0.013128,-0.089737,-0.034939,-0.060922,-0.14883,0.33167,0.064158,0,0.25549,-0.057942,-0.018007,-0.016006,-0.049988,1.5749,0.73505,-0.54444,0.27128,0.15902,-0.40863,0.60521,0.45645,0.18219,0.28379,-0.080125,0.018399,-0.20281,0.036455,0.013508,-0.058608,-0.034239,-0.028869,-0.12144,-0.11717,0.095572,0.16213,-0.078517,0.013082
1,0.18275,-0.9442,0,0.012612,-0.089743,-0.03494,-0.060924,-0.14884,0.33169,0.064189,0,0.25606,-0.057936,-0.018006,-0.016005,-0.049988,1.5749,0.73508,-0.54446,0.27138,0.15893,-0.40865,0.60522,0.45653,0.18219,0.2834,-0.080128,0.018399,-0.20286,0.036442,0.013519,-0.058715,-0.034333,-0.028862,-0.12146,-0.1171,0.095572,0.16257,-0.078517,0.013082
1,0.18278,-0.94423,0,0.012076,-0.089749,-0.034942,-0.060926,-0.14884,0.33171,0.06422,0,0.25662,-0.05793,-0.018005,-0.016004,-0.049987,1.5749,0.7351,-0.54448,0.27148,0.15883,-0.40866,0.60523,0.45661,0.1822,0.283,-0.080132,0.0184,-0.2029,0.036428,0.013531,-0.05882,-0.034423,-0.028855,-0.12147,-0.11703,0.095572,0.16299,-0.078516,0.013082
1,0.18282,-0.94427,0,0.011521,-0.089756,-0.034943,-0.060928,-0.14885,0.33173,0.064252,0,0.25715,-0.057924,-0.018004,-0.016004,-0.049987,1.5749,0.73513,-0.5445,0.27159,0.15873,-0.40868,0.60525,0.45669,0.18221,0.28259,-0.080136,0.018401,-0.20294,0.036414,0.013543,-0.058921,-0.034509,-0.028847,-0.12149,-0.11697,0.095571,0.1634,-0.078516,0.013083
1,0.18285,-0.9443,0,0.010948,-0.089763,-0.034944,-0.06093,-0.14885,0.33175,0.064284,0,0.25766,-0.057919,-0.018003,-0.016003,-0.049986,1.575,0.73516,-0.54451,0.2717,0.15863,-0.40869,0.60526,0.45678,0.18221,0.28216,-0.080139,0.018402,-0.20299,0.036399,0.013555,-0.05902,-0.03459,-0.028839,-0.1215,-0.1169,0.095571,0.16379,-0.078516,0.013083
1,0.18289,-0.94434,0,0.010359,-0.08977,-0.034946,-0.060932,-0.14886,0.33177,0.064317,0,0.25815,-0.057913,-0.018002,-0.016002,-0.049986,1.575,0.73518,-0.54453,0.27181,0.15853,-0.40871,0.60527,0.45686,0.18222,0.28172,-0.080143,0.018403,-0.20303,0.036383,0.013568,-0.059114,-0.034668,-0.028831,-0.12152,-0.11684,0.095571,0.16416,-0.078515,0.013083
1,0.18293,-0.94437,0,0.0097529,-0.089778,-0.034947,-0.060935,-0.14887,0.33179,0.06435,0,0.25862,-0.057908,-0.018002,-0.016001,-0.049985,1.575,0.73521,-0.54455,0.27193,0.15842,-0.40872,0.60528,0.45695,0.18223,0.28126,-0.080147,0.018404,-0.20308,0.036367,0.013581,-0.059206,-0.034741,-0.028823,-0.12154,-0.11678,0.09557,0.16452,-0.078515,0.013083
